alus_id;nimi;alustyyppi;Tilakoodi;Ensirekisterointipvm;Uusikotimaa;Vanhakotimaa;Rakennusvuosi;Rakennusmaa;Rakennuspaikka;omistajuustyyppi;asiakkaan_kuntatieto;aluksen_satamapaikka;Kantavuus;JaaluokkaKoodi;Nettovetoisuus;Bruttovetoisuus;Pituus;Suurinpituus;Mallisyvays;Mallikorkeus;Leveys;
"1";"Arctica";"4";"VESSEL_REGISTERED_FI";"17.01.1989";"";"246";"";"";"";"1";"091";"Hanko";"";"";"57";"187";"30,00";"";"2,63";"3,50";"7,16";
"1";"Arctica";"4";"VESSEL_REGISTERED_FI";"17.01.1989";"";"246";"1967";"100";"Burgas";"3";"199";"Hanko";"";"";"57";"187";"30,00";"";"2,63";"3,50";"7,16";
"2";"Orjaku";"11";"VESSEL_REGISTERED_FI";"10.05.1990";"";"246";"";"";"";"1";"";"Helsinki";"";"";"33";"109";"26,40";"";"2,28";"3,04";"6,50";
"2";"Orjaku";"11";"VESSEL_REGISTERED_FI";"10.05.1990";"";"246";"1955";"278";"Magdenburg";"3";"199";"Helsinki";"";"";"33";"109";"26,40";"";"2,28";"3,04";"6,50";
"3";"Lyra";"11";"VESSEL_REGISTERED_FI";"25.06.1973";"";"752";"";"";"";"1";"853";"Rymättylä";"500";"";"144";"258";"48,50";"";"2,43";"2,72";"7,00";
"3";"Lyra";"11";"VESSEL_REGISTERED_FI";"25.06.1973";"";"752";"1900";"276";"";"3";"199";"Rymättylä";"500";"";"144";"258";"48,50";"";"2,43";"2,72";"7,00";
"3";"Lyra";"11";"VESSEL_REGISTERED_FI";"25.06.1973";"";"752";"1969";"246";"Savonlinna";"3";"740";"Rymättylä";"500";"";"144";"258";"48,50";"";"2,43";"2,72";"7,00";
"4";"Niederelbe";"11";"VESSEL_REGISTERED_FI";"25.07.1969";"";"276";"";"";"";"1";"208";"Kalajoki";"450";"";"107";"294";"44,09";"";"3,17";"3,34";"7,00";
"4";"Niederelbe";"11";"VESSEL_REGISTERED_FI";"25.07.1969";"";"276";"1937";"276";"Brake";"3";"199";"Kalajoki";"450";"";"107";"294";"44,09";"";"3,17";"3,34";"7,00";
"5";"Glückauf";"11";"VESSEL_REGISTERED_FI";"04.11.1992";"";"246";"";"";"";"1";"179";"Porvoo";"260";"";"52";"170";"32,25";"";"2,06";"2,75";"6,44";
"5";"Glückauf";"11";"VESSEL_REGISTERED_FI";"04.11.1992";"";"246";"1939";"";"";"3";"199";"Porvoo";"260";"";"52";"170";"32,25";"";"2,06";"2,75";"6,44";
"6";"Kolmonen";"11";"VESSEL_REGISTERED_FI";"14.11.1986";"";"246";"";"";"";"1";"139";"Ii";"";"";"24";"76";"22,96";"";"2,06";"2,74";"6,21";
"6";"Kolmonen";"11";"VESSEL_REGISTERED_FI";"14.11.1986";"";"246";"1958";"276";"Bremerhaven";"3";"199";"Ii";"";"";"24";"76";"22,96";"";"2,06";"2,74";"6,21";
"7";"Jarl";"11";"VESSEL_REGISTERED_FI";"01.02.1990";"";"752";"";"";"";"1";"199";"Naantali";"";"";"339";"672";"58,54";"";"2,80";"3,90";"10,02";
"7";"Jarl";"11";"VESSEL_REGISTERED_FI";"01.02.1990";"";"752";"1911";"276";"Einswarden";"3";"199";"Naantali";"";"";"339";"672";"58,54";"";"2,80";"3,90";"10,02";
"8";"Silver Star";"5";"VESSEL_REGISTERED_FI";"21.03.1986";"";"276";"";"";"";"1";"837";"Hämeenlinna";"";"";"55";"123";"28,16";"";"1,08";"1,75";"5,90";
"8";"Silver Star";"5";"VESSEL_REGISTERED_FI";"21.03.1986";"";"276";"1966";"276";"Emden";"3";"199";"Hämeenlinna";"";"";"55";"123";"28,16";"";"1,08";"1,75";"5,90";
"9";"Estelle";"11";"VESSEL_REGISTERED_FI";"05.02.1986";"";"752";"";"";"";"1";"853";"Turku";"320";"";"112";"247";"38,58";"";"2,51";"3,35";"7,00";
"9";"Estelle";"11";"VESSEL_REGISTERED_FI";"05.02.1986";"";"752";"1922";"276";"Emden";"3";"199";"Turku";"320";"";"112";"247";"38,58";"";"2,51";"3,35";"7,00";
"10";"Wäinämöinen";"5";"VESSEL_REGISTERED_FI";"26.06.1991";"";"276";"";"";"";"1";"091";"Helsinki";"";"";"186";"444";"39,30";"40,00";"3,05";"3,80";"8,40";
"10";"Wäinämöinen";"5";"VESSEL_REGISTERED_FI";"26.06.1991";"";"276";"1941";"276";"Hampuri";"3";"199";"Helsinki";"";"";"186";"444";"39,30";"40,00";"3,05";"3,80";"8,40";
"11";"Carelia";"5";"VESSEL_REGISTERED_FI";"28.10.1986";"";"276";"";"";"";"1";"405";"Lappeenranta";"";"";"124";"393";"36,29";"";"2,40";"3,20";"8,50";
"11";"Carelia";"5";"VESSEL_REGISTERED_FI";"28.10.1986";"";"276";"";"";"";"2";"405";"Lappeenranta";"";"";"124";"393";"36,29";"";"2,40";"3,20";"8,50";
"11";"Carelia";"5";"VESSEL_REGISTERED_FI";"28.10.1986";"";"276";"";"";"";"2";"405";"Lappeenranta";"";"";"124";"393";"36,29";"";"2,40";"3,20";"8,50";
"11";"Carelia";"5";"VESSEL_REGISTERED_FI";"28.10.1986";"";"276";"1969";"276";"Husum";"3";"199";"Lappeenranta";"";"";"124";"393";"36,29";"";"2,40";"3,20";"8,50";
"12";"Castor";"11";"VESSEL_REGISTERED_FI";"05.04.1989";"";"208";"";"";"";"1";"564";"Vaasa";"14";"";"27";"89";"22,90";"";"2,44";"3,25";"6,10";
"12";"Castor";"11";"VESSEL_REGISTERED_FI";"05.04.1989";"";"208";"1956";"276";"Lemwerder";"3";"199";"Vaasa";"14";"";"27";"89";"22,90";"";"2,44";"3,25";"6,10";
"13";"Pollux";"11";"VESSEL_REGISTERED_FI";"20.03.1991";"";"208";"";"";"";"1";"564";"Vaasa";"";"";"24";"80";"23,57";"";"2,40";"3,20";"6,12";
"13";"Pollux";"11";"VESSEL_REGISTERED_FI";"20.03.1991";"";"208";"1956";"276";"Lemwerder";"3";"199";"Vaasa";"";"";"24";"80";"23,57";"";"2,40";"3,20";"6,12";
"14";"Suometar";"5";"VESSEL_REGISTERED_FI";"11.03.1982";"";"276";"";"";"";"1";"179";"Jyväskylä";"";"";"75";"201";"30,84";"";"1,75";"2,18";"6,56";
"14";"Suometar";"5";"VESSEL_REGISTERED_FI";"11.03.1982";"";"276";"1959";"276";"Rendsburg";"3";"199";"Jyväskylä";"";"";"75";"201";"30,84";"";"1,75";"2,18";"6,56";
"15";"Suomen Neito";"5";"VESSEL_REGISTERED_FI";"18.12.1987";"";"276";"";"";"";"1";"179";"Lahti";"";"";"75";"200";"30,84";"";"1,75";"2,18";"6,56";
"15";"Suomen Neito";"5";"VESSEL_REGISTERED_FI";"18.12.1987";"";"276";"1963";"276";"Rendsburg";"3";"199";"Lahti";"";"";"75";"200";"30,84";"";"1,75";"2,18";"6,56";
"16";"Juliane Marie";"4";"VESSEL_REGISTERED_FI";"30.08.1989";"";"246";"";"";"";"1";"075";"Hamina";"";"";"22";"53";"21,64";"21,98";"";"2,45";"5,34";
"16";"Juliane Marie";"4";"VESSEL_REGISTERED_FI";"30.08.1989";"";"246";"1957";"208";"Skelskör";"3";"199";"Hamina";"";"";"22";"53";"21,64";"21,98";"";"2,45";"5,34";
"17";"Christina";"5";"VESSEL_REGISTERED_FI";"14.02.1989";"";"246";"";"";"";"1";"153";"Imatra";"";"";"20";"51";"16,61";"";"2,02";"2,69";"4,34";
"17";"Christina";"5";"VESSEL_REGISTERED_FI";"14.02.1989";"";"246";"1965";"276";"";"3";"199";"Imatra";"";"";"20";"51";"16,61";"";"2,02";"2,69";"4,34";
"18";"Niina";"4";"VESSEL_REGISTERED_FI";"09.02.1981";"";"208";"";"";"";"1";"285";"Kotka";"";"";"17";"49";"17,83";"17,07";"";"2,44";"5,49";
"18";"Niina";"4";"VESSEL_REGISTERED_FI";"09.02.1981";"";"208";"1962";"208";"Skagen";"3";"199";"Kotka";"";"";"17";"49";"17,83";"17,07";"";"2,44";"5,49";
"19";"Lars-Mikael";"4";"VESSEL_REGISTERED_FI";"09.02.1981";"";"246";"";"";"";"1";"858";"Helsinki";"";"";"18";"57";"18,34";"";"2,25";"3,00";"5,15";
"19";"Lars-Mikael";"4";"VESSEL_REGISTERED_FI";"09.02.1981";"";"246";"1956";"208";"Esbjerg";"3";"199";"Helsinki";"";"";"18";"57";"18,34";"";"2,25";"3,00";"5,15";
"20";"Alsia";"4";"VESSEL_REGISTERED_FI";"04.11.1992";"";"";"";"";"";"1";"638";"Porvoo";"";"";"14";"39";"17,83";"";"";"2,35";"5,15";
"20";"Alsia";"4";"VESSEL_REGISTERED_FI";"04.11.1992";"";"";"1943";"208";"Esbjerg";"3";"199";"Porvoo";"";"";"14";"39";"17,83";"";"";"2,35";"5,15";
"21";"Maya";"4";"VESSEL_REGISTERED_FI";"23.08.1982";"";"208";"";"";"";"1";"091";"Hanko";"";"";"9";"32";"15,85";"17,14";"";"2,01";"5,05";
"21";"Maya";"4";"VESSEL_REGISTERED_FI";"23.08.1982";"";"208";"";"";"";"1";"753";"Hanko";"";"";"9";"32";"15,85";"17,14";"";"2,01";"5,05";
"21";"Maya";"4";"VESSEL_REGISTERED_FI";"23.08.1982";"";"208";"1959";"208";"Gilleleje";"3";"199";"Hanko";"";"";"9";"32";"15,85";"17,14";"";"2,01";"5,05";
"22";"Evy";"4";"VESSEL_REGISTERED_FI";"10.05.1982";"";"";"";"";"";"1";"285";"Kotka";"";"";"10";"28";"15,28";"";"1,68";"2,24";"4,68";
"22";"Evy";"4";"VESSEL_REGISTERED_FI";"10.05.1982";"";"";"1942";"208";"Gilleleje";"3";"199";"Kotka";"";"";"10";"28";"15,28";"";"1,68";"2,24";"4,68";
"23";"Ayland";"4";"VESSEL_REGISTERED_FI";"02.06.1987";"";"246";"";"";"";"1";"499";"Mustasaari";"";"";"13";"41";"17,34";"";"2,14";"2,85";"5,19";
"23";"Ayland";"4";"VESSEL_REGISTERED_FI";"02.06.1987";"";"246";"1960";"208";"Hadsund";"3";"199";"Mustasaari";"";"";"13";"41";"17,34";"";"2,14";"2,85";"5,19";
"24";"Johanna";"4";"VESSEL_REGISTERED_FI";"19.12.1988";"";"246";"";"";"";"1";"199";"Pori";"";"";"6";"17";"11,50";"";"1,50";"2,00";"4,24";
"24";"Johanna";"4";"VESSEL_REGISTERED_FI";"19.12.1988";"";"246";"1955";"208";"Kolding";"3";"199";"Pori";"";"";"6";"17";"11,50";"";"1,50";"2,00";"4,24";
"25";"Wirginia";"4";"VESSEL_REGISTERED_FI";"04.11.1992";"";"208";"";"";"";"1";"638";"Porvoo";"";"";"9";"30";"15,22";"";"";"2,13";"4,86";
"25";"Wirginia";"4";"VESSEL_REGISTERED_FI";"04.11.1992";"";"208";"1950";"208";"Rantzausminde";"3";"199";"Porvoo";"";"";"9";"30";"15,22";"";"";"2,13";"4,86";
"26";"Tärnskär";"4";"VESSEL_REGISTERED_FI";"04.04.1989";"";"208";"";"";"";"1";"078";"Hanko";"";"";"49";"117";"23,04";"";"2,81";"3,75";"6,53";
"26";"Tärnskär";"4";"VESSEL_REGISTERED_FI";"04.04.1989";"";"208";"1970";"208";"Skelkør";"3";"199";"Hanko";"";"";"49";"117";"23,04";"";"2,81";"3,75";"6,53";
"27";"Mackenzie";"4";"VESSEL_REGISTERED_FI";"09.01.1989";"";"208";"";"";"";"1";"609";"Pori";"";"";"12";"39";"16,48";"";"2,10";"2,80";"4,90";
"27";"Mackenzie";"4";"VESSEL_REGISTERED_FI";"09.01.1989";"";"208";"1950";"208";"Struer";"3";"199";"Pori";"";"";"12";"39";"16,48";"";"2,10";"2,80";"4,90";
"28";"AALTO";"11";"VESSEL_REGISTERED_FI";"10.07.1991";"";"246";"";"";"";"1";"989";"Turku";"349";"";"131";"326";"42,01";"";"2,65";"3,00";"8,10";
"28";"AALTO";"11";"VESSEL_REGISTERED_FI";"10.07.1991";"";"246";"1963";"208";"Svendborg";"3";"199";"Turku";"349";"";"131";"326";"42,01";"";"2,65";"3,00";"8,10";
"29";"Ramona";"4";"VESSEL_REGISTERED_FI";"27.11.1986";"";"246";"";"";"";"1";"199";"Närpiö";"";"";"";"27";"14,74";"";"1,60";"";"5,23";
"29";"Ramona";"4";"VESSEL_REGISTERED_FI";"27.11.1986";"";"246";"1936";"246";"";"3";"199";"Närpiö";"";"";"";"27";"14,74";"";"1,60";"";"5,23";
"30";"Skopan transporter";"9";"VESSEL_REGISTERED_FI";"13.10.1992";"";"246";"";"";"";"1";"";"Dragsfjärd";"";"";"9";"27";"11,49";"";"1,10";"1,47";"7,00";
"30";"Skopan transporter";"9";"VESSEL_REGISTERED_FI";"13.10.1992";"";"246";"1991";"246";"Dragsfjärd";"3";"199";"Dragsfjärd";"";"";"9";"27";"11,49";"";"1,10";"1,47";"7,00";
"31";"Jussi VII";"11";"VESSEL_REGISTERED_FI";"16.05.1979";"";"246";"";"";"";"1";"199";"Turku";"";"";"8";"26";"14,04";"";"1,46";"1,94";"4,30";
"31";"Jussi VII";"11";"VESSEL_REGISTERED_FI";"16.05.1979";"";"246";"1925";"246";"Hamina";"3";"199";"Turku";"";"";"8";"26";"14,04";"";"1,46";"1,94";"4,30";
"32";"Ajo";"11";"VESSEL_REGISTERED_FI";"14.07.1989";"";"246";"";"";"";"1";"285";"Kotka";"";"";"9";"29";"15,65";"";"1,46";"1,95";"4,06";
"32";"Ajo";"11";"VESSEL_REGISTERED_FI";"14.07.1989";"";"246";"1969";"";"";"3";"199";"Kotka";"";"";"9";"29";"15,65";"";"1,46";"1,95";"4,06";
"33";"Merilintu";"4";"VESSEL_REGISTERED_FI";"23.02.1973";"";"246";"";"";"";"1";"091";"Helsinki";"";"";"9";"29";"13,40";"";"2,12";"2,82";"4,44";
"33";"Merilintu";"4";"VESSEL_REGISTERED_FI";"23.02.1973";"";"246";"1973";"246";"Hamina";"3";"199";"Helsinki";"";"";"9";"29";"13,40";"";"2,12";"2,82";"4,44";
"34";"Walhalla";"5";"VESSEL_REGISTERED_FI";"02.10.1973";"";"246";"";"";"";"1";"091";"Helsinki";"";"";"18";"24";"13,99";"";"1,10";"1,46";"4,22";
"34";"Walhalla";"5";"VESSEL_REGISTERED_FI";"02.10.1973";"";"246";"1973";"246";"Hamina";"3";"199";"Helsinki";"";"";"18";"24";"13,99";"";"1,10";"1,46";"4,22";
"35";"Vikla II";"5";"VESSEL_REGISTERED_FI";"11.03.1991";"";"246";"";"";"";"1";"285";"Kotka";"";"";"23";"32";"13,92";"14,98";"1,13";"1,50";"4,60";
"35";"Vikla II";"5";"VESSEL_REGISTERED_FI";"11.03.1991";"";"246";"1984";"246";"Hamina";"3";"199";"Kotka";"";"";"23";"32";"13,92";"14,98";"1,13";"1,50";"4,60";
"36";"Vikla I";"5";"VESSEL_REGISTERED_FI";"10.08.1970";"";"246";"";"";"";"1";"285";"Kotka";"";"";"17";"21";"13,43";"";"1,41";"1,88";"4,30";
"36";"Vikla I";"5";"VESSEL_REGISTERED_FI";"10.08.1970";"";"246";"1970";"246";"Hamina";"3";"199";"Kotka";"";"";"17";"21";"13,43";"";"1,41";"1,88";"4,30";
"37";"Pohjantähti";"5";"VESSEL_REGISTERED_FI";"01.04.1974";"";"246";"";"";"";"1";"245";"Rovaniemi";"";"";"12";"19";"13,93";"";"1,18";"1,57";"4,16";
"37";"Pohjantähti";"5";"VESSEL_REGISTERED_FI";"01.04.1974";"";"246";"1969";"246";"Hamina";"3";"200";"Rovaniemi";"";"";"12";"19";"13,93";"";"1,18";"1,57";"4,16";
"38";"Tuulikki";"5";"VESSEL_REGISTERED_FI";"17.10.1973";"";"246";"";"";"";"1";"092";"Helsinki";"";"";"17";"20";"13,64";"";"1,07";"1,42";"4,03";
"38";"Tuulikki";"5";"VESSEL_REGISTERED_FI";"17.10.1973";"";"246";"1967";"246";"Hamina";"3";"199";"Helsinki";"";"";"17";"20";"13,64";"";"1,07";"1,42";"4,03";
"39";"MERITÄHTI";"5";"VESSEL_REGISTERED_FI";"17.10.1973";"";"246";"";"";"";"1";"091";"Helsinki";"";"";"17";"20";"13,64";"";"1,07";"1,42";"4,03";
"39";"MERITÄHTI";"5";"VESSEL_REGISTERED_FI";"17.10.1973";"";"246";"1967";"246";"Hamina";"3";"199";"Helsinki";"";"";"17";"20";"13,64";"";"1,07";"1,42";"4,03";
"40";"ISOSAARI II";"5";"VESSEL_REGISTERED_FI";"12.03.1991";"";"246";"";"";"";"1";"710";"Helsinki";"";"";"29";"68";"16,97";"";"1,57";"2,09";"5,50";
"40";"ISOSAARI II";"5";"VESSEL_REGISTERED_FI";"12.03.1991";"";"246";"1989";"246";"Hanko";"3";"078";"Helsinki";"";"";"29";"68";"16,97";"";"1,57";"2,09";"5,50";
"41";"Pambero";"11";"VESSEL_REGISTERED_FI";"06.09.1984";"";"246";"";"";"";"1";"";"Ii";"";"";"3";"8";"9,50";"";"1,10";"1,46";"2,99";
"41";"Pambero";"11";"VESSEL_REGISTERED_FI";"06.09.1984";"";"246";"1973";"246";"Ii";"3";"139";"Ii";"";"";"3";"8";"9,50";"";"1,10";"1,46";"2,99";
"42";"Doris";"5";"VESSEL_REGISTERED_FI";"08.01.1992";"";"246";"";"";"";"1";"091";"Helsinki";"";"";"55";"97";"22,23";"";"1,68";"2,24";"6,40";
"42";"Doris";"5";"VESSEL_REGISTERED_FI";"08.01.1992";"";"246";"1991";"246";"Haukipudas";"3";"564";"Helsinki";"";"";"55";"97";"22,23";"";"1,68";"2,24";"6,40";
"43";"Merano";"4";"VESSEL_REGISTERED_FI";"15.06.1984";"";"";"";"";"";"1";"051";"Luvia";"";"";"4";"14";"11,59";"";"";"1,44";"4,27";
"43";"Merano";"4";"VESSEL_REGISTERED_FI";"15.06.1984";"";"";"1955";"246";"Helsinki";"3";"199";"Luvia";"";"";"4";"14";"11,59";"";"";"1,44";"4,27";
"44";"Kuokka-Pekka 5";"9";"VESSEL_REGISTERED_FI";"20.09.1984";"";"246";"";"";"";"1";"091";"Helsinki";"";"";"32";"104";"20,16";"";"1,50";"2,00";"9,40";
"44";"Kuokka-Pekka 5";"9";"VESSEL_REGISTERED_FI";"20.09.1984";"";"246";"1984";"246";"Helsinki";"3";"199";"Helsinki";"";"";"32";"104";"20,16";"";"1,50";"2,00";"9,40";
"45";"Merikihu";"5";"VESSEL_REGISTERED_FI";"16.12.1992";"";"246";"";"";"";"1";"905";"Vaasa";"";"";"11";"21";"14,16";"";"1,22";"1,63";"4,12";
"45";"Merikihu";"5";"VESSEL_REGISTERED_FI";"16.12.1992";"";"246";"1955";"246";"Helsinki";"3";"199";"Vaasa";"";"";"11";"21";"14,16";"";"1,22";"1,63";"4,12";
"46";"Satumaa";"5";"VESSEL_REGISTERED_FI";"25.02.1991";"";"246";"";"";"";"1";"199";"Turku";"";"";"11";"28";"18,22";"18,22";"";"1,48";"3,85";
"46";"Satumaa";"5";"VESSEL_REGISTERED_FI";"25.02.1991";"";"246";"1906";"246";"Helsinki";"3";"199";"Turku";"";"";"11";"28";"18,22";"18,22";"";"1,48";"3,85";
"47";"Kaarina";"9";"VESSEL_REGISTERED_FI";"17.08.1973";"";"246";"";"";"";"1";"887";"Helsinki";"";"";"89";"296";"28,20";"";"2,25";"3,00";"12,00";
"47";"Kaarina";"9";"VESSEL_REGISTERED_FI";"17.08.1973";"";"246";"1971";"246";"Helsinki";"3";"091";"Helsinki";"";"";"89";"296";"28,20";"";"2,25";"3,00";"12,00";
"48";"Hami";"9";"VESSEL_REGISTERED_FI";"06.09.1984";"";"246";"";"";"";"1";"091";"Helsinki";"";"";"37";"121";"20,16";"";"1,13";"1,50";"12,00";
"48";"Hami";"9";"VESSEL_REGISTERED_FI";"06.09.1984";"";"246";"1984";"246";"Helsinki";"3";"199";"Helsinki";"";"";"37";"121";"20,16";"";"1,13";"1,50";"12,00";
"49";"J,L, Runeberg";"5";"VESSEL_REGISTERED_FI";"05.05.1966";"";"246";"";"";"";"1";"638";"Porvoo";"200";"";"55";"110";"27,95";"";"1,95";"2,30";"6,50";
"49";"J,L, Runeberg";"5";"VESSEL_REGISTERED_FI";"05.05.1966";"";"246";"1912";"246";"Helsingfors";"3";"199";"Porvoo";"200";"";"55";"110";"27,95";"";"1,95";"2,30";"6,50";
"50";"Baltico L 920";"11";"VESSEL_REGISTERED_FI";"19.04.1983";"";"246";"";"";"";"1";"199";"Helsinki";"";"";"3";"8";"9,13";"10,10";"0,52";"0,69";"3,39";
"50";"Baltico L 920";"11";"VESSEL_REGISTERED_FI";"19.04.1983";"";"246";"1982";"246";"Helsinki";"3";"199";"Helsinki";"";"";"3";"8";"9,13";"10,10";"0,52";"0,69";"3,39";
"51";"Ukkopekka";"5";"VESSEL_REGISTERED_FI";"27.06.1988";"";"246";"";"";"";"1";"853";"Turku";"";"";"97";"287";"32,31";"";"3,12";"3,96";"7,30";
"51";"Ukkopekka";"5";"VESSEL_REGISTERED_FI";"27.06.1988";"";"246";"1938";"246";"Helsinki";"3";"199";"Turku";"";"";"97";"287";"32,31";"";"3,12";"3,96";"7,30";
"52";"URHO";"11";"VESSEL_REGISTERED_FI";"14.05.1985";"";"246";"";"";"";"1";"091";"Helsinki";"";"IAS";"2258";"7525";"102,59";"";"8,48";"12,10";"23,80";
"52";"URHO";"11";"VESSEL_REGISTERED_FI";"14.05.1985";"";"246";"";"";"";"2";"091";"Helsinki";"";"IAS";"2258";"7525";"102,59";"";"8,48";"12,10";"23,80";
"52";"URHO";"11";"VESSEL_REGISTERED_FI";"14.05.1985";"";"246";"1975";"246";"Helsinki";"3";"091";"Helsinki";"";"IAS";"2258";"7525";"102,59";"";"8,48";"12,10";"23,80";
"53";"Sweet";"11";"VESSEL_REGISTERED_FI";"21.09.1987";"";"246";"";"";"";"1";"199";"Uusikaupunki";"";"";"";"";"14,95";"";"";"";"";
"53";"Sweet";"11";"VESSEL_REGISTERED_FI";"21.09.1987";"";"246";"1987";"246";"Helsinki";"3";"199";"Uusikaupunki";"";"";"";"";"14,95";"";"";"";"";
"54";"Katarina";"11";"VESSEL_REGISTERED_FI";"13.06.1989";"";"246";"";"";"";"1";"285";"Kotka";"140";"";"272";"905";"49,06";"";"5,10";"6,80";"10,48";
"54";"Katarina";"11";"VESSEL_REGISTERED_FI";"13.06.1989";"";"246";"";"";"";"2";"285";"Kotka";"140";"";"272";"905";"49,06";"";"5,10";"6,80";"10,48";
"54";"Katarina";"11";"VESSEL_REGISTERED_FI";"13.06.1989";"";"246";"1953";"246";"Helsinki";"3";"049";"Kotka";"140";"";"272";"905";"49,06";"";"5,10";"6,80";"10,48";
"54";"Katarina";"11";"VESSEL_REGISTERED_FI";"13.06.1989";"";"246";"1983";"";"";"3";"199";"Kotka";"140";"";"272";"905";"49,06";"";"5,10";"6,80";"10,48";
"55";"Mia K";"11";"VESSEL_REGISTERED_FI";"04.11.1992";"";"246";"";"";"";"1";"051";"Eurajoki";"83";"";"27";"44";"20,63";"";"1,65";"2,20";"4,56";
"55";"Mia K";"11";"VESSEL_REGISTERED_FI";"04.11.1992";"";"246";"1961";"246";"Helsinki";"3";"049";"Eurajoki";"83";"";"27";"44";"20,63";"";"1,65";"2,20";"4,56";
"55";"Mia K";"11";"VESSEL_REGISTERED_FI";"04.11.1992";"";"246";"1972";"";"";"3";"199";"Eurajoki";"83";"";"27";"44";"20,63";"";"1,65";"2,20";"4,56";
"56";"Mariat";"11";"VESSEL_REGISTERED_FI";"23.03.1987";"";"246";"";"";"";"1";"680";"Turku";"";"";"5";"15";"11,00";"";"1,20";"1,66";"3,95";
"56";"Mariat";"11";"VESSEL_REGISTERED_FI";"23.03.1987";"";"246";"1956";"246";"Helsinki";"3";"049";"Turku";"";"";"5";"15";"11,00";"";"1,20";"1,66";"3,95";
"57";"Bergö";"11";"VESSEL_REGISTERED_FI";"17.03.1980";"";"246";"";"";"";"1";"423";"Turku";"141";"";"39";"128";"23,00";"26,59";"2,40";"3,14";"7,82";
"57";"Bergö";"11";"VESSEL_REGISTERED_FI";"17.03.1980";"";"246";"1952";"246";"Helsinki";"3";"049";"Turku";"141";"";"39";"128";"23,00";"26,59";"2,40";"3,14";"7,82";
"58";"SUOKKI";"5";"VESSEL_REGISTERED_FI";"05.06.1952";"";"246";"";"";"";"1";"091";"Helsinki";"250";"";"116";"236";"33,17";"";"3,08";"4,10";"9,00";
"58";"SUOKKI";"5";"VESSEL_REGISTERED_FI";"05.06.1952";"";"246";"";"";"";"2";"091";"Helsinki";"250";"";"116";"236";"33,17";"";"3,08";"4,10";"9,00";
"58";"SUOKKI";"5";"VESSEL_REGISTERED_FI";"05.06.1952";"";"246";"1952";"246";"Helsinki";"3";"049";"Helsinki";"250";"";"116";"236";"33,17";"";"3,08";"4,10";"9,00";
"59";"Emma";"5";"VESSEL_REGISTERED_FI";"01.09.1949";"";"246";"";"";"";"2";"091";"Helsinki";"";"";"86";"169";"26,75";"";"2,14";"2,40";"6,60";
"59";"Emma";"5";"VESSEL_REGISTERED_FI";"01.09.1949";"";"246";"";"";"";"1";"091";"Helsinki";"";"";"86";"169";"26,75";"";"2,14";"2,40";"6,60";
"59";"Emma";"5";"VESSEL_REGISTERED_FI";"01.09.1949";"";"246";"1949";"246";"Helsinki";"3";"199";"Helsinki";"";"";"86";"169";"26,75";"";"2,14";"2,40";"6,60";
"60";"Westward";"5";"VESSEL_REGISTERED_FI";"30.04.1984";"";"246";"";"";"";"1";"092";"Tammisaari";"";"";"20";"29";"15,27";"";"";"2,15";"4,61";
"60";"Westward";"5";"VESSEL_REGISTERED_FI";"30.04.1984";"";"246";"1947";"246";"Helsinki";"3";"091";"Tammisaari";"";"";"20";"29";"15,27";"";"";"2,15";"4,61";
"61";"ARANDA";"2";"VESSEL_REGISTERED_FI";"19.07.1989";"";"246";"";"";"";"1";"091";"Helsinki";"";"IA";"591";"1969";"59,40";"";"4,60";"6,70";"13,80";
"61";"ARANDA";"2";"VESSEL_REGISTERED_FI";"19.07.1989";"";"246";"";"";"";"2";"853";"Helsinki";"";"IA";"591";"1969";"59,40";"";"4,60";"6,70";"13,80";
"61";"ARANDA";"2";"VESSEL_REGISTERED_FI";"19.07.1989";"";"246";"";"";"";"2";"853";"Helsinki";"";"IA";"591";"1969";"59,40";"";"4,60";"6,70";"13,80";
"61";"ARANDA";"2";"VESSEL_REGISTERED_FI";"19.07.1989";"";"246";"1989";"246";"Helsinki";"3";"091";"Helsinki";"";"IA";"591";"1969";"59,40";"";"4,60";"6,70";"13,80";
"62";"SAMPO";"5";"VESSEL_REGISTERED_FI";"08.02.1988";"";"246";"";"";"";"1";"240";"Kemi";"";"IAS";"789";"2630";"67,96";"";"6,60";"8,80";"17,40";
"62";"SAMPO";"5";"VESSEL_REGISTERED_FI";"08.02.1988";"";"246";"1960";"246";"Helsinki";"3";"091";"Kemi";"";"IAS";"789";"2630";"67,96";"";"6,60";"8,80";"17,40";
"63";"Riikka";"9";"VESSEL_REGISTERED_FI";"30.04.1984";"";"246";"";"";"";"1";"564";"Oulu";"";"";"11";"34";"15,13";"";"1,04";"1,38";"7,54";
"63";"Riikka";"9";"VESSEL_REGISTERED_FI";"30.04.1984";"";"246";"1982";"246";"Ii";"3";"139";"Oulu";"";"";"11";"34";"15,13";"";"1,04";"1,38";"7,54";
"64";"VIAPORI";"5";"VESSEL_REGISTERED_FI";"16.12.1976";"";"246";"";"";"";"1";"710";"Helsinki";"";"";"39";"59";"15,72";"";"1,67";"2,22";"6,03";
"64";"VIAPORI";"5";"VESSEL_REGISTERED_FI";"16.12.1976";"";"246";"1976";"246";"Ii";"3";"199";"Helsinki";"";"";"39";"59";"15,72";"";"1,67";"2,22";"6,03";
