alus_id;nimi;alustyyppi;Tilakoodi;Ensirekisterointipvm;Uusikotimaa;Vanhakotimaa;Rakennusvuosi;Rakennusmaa;Rakennuspaikka;omistajuustyyppi;asiakkaan_kuntatieto;aluksen_satamapaikka;Kantavuus;JaaluokkaKoodi;Nettovetoisuus;Bruttovetoisuus;Pituus;Suurinpituus;Mallisyvays;Mallikorkeus;Leveys;
"582";"Cindy";"9";"VESSEL_REGISTERED_FI";"14.09.1999";"";"246";"1978";"246";"Naantali";"3";"199";"Turku";"";"";"111";"268";"36,50";"";"3,10";"4,14";"7,32";
"582";"Cindy";"9";"VESSEL_REGISTERED_FI";"14.09.1999";"";"246";"1999";"246";"Turku";"3";"853";"Turku";"";"";"111";"268";"36,50";"";"3,10";"4,14";"7,32";
"583";"Granö";"11";"VESSEL_REGISTERED_FI";"14.10.1999";"";"246";"";"";"";"1";"753";"Sipoo";"";"";"14";"44";"21,50";"";"0,90";"1,20";"6,60";
"583";"Granö";"11";"VESSEL_REGISTERED_FI";"14.10.1999";"";"246";"1988";"246";"Sibbo";"3";"753";"Sipoo";"";"";"14";"44";"21,50";"";"0,90";"1,20";"6,60";
"584";"Vesi";"9";"VESSEL_REGISTERED_FI";"10.11.1999";"";"246";"";"";"";"1";"091";"Helsinki";"";"";"34";"111";"21,50";"";"1,33";"1,77";"8,97";
"584";"Vesi";"9";"VESSEL_REGISTERED_FI";"10.11.1999";"";"246";"1962";"246";"Helsinki";"3";"049";"Helsinki";"";"";"34";"111";"21,50";"";"1,33";"1,77";"8,97";
"585";"P-37";"9";"VESSEL_REGISTERED_FI";"10.11.1999";"";"246";"";"";"";"1";"091";"Helsinki";"";"";"60";"181";"32,81";"";"1,87";"2,50";"9,00";
"585";"P-37";"9";"VESSEL_REGISTERED_FI";"10.11.1999";"";"246";"1957";"246";"Helsinki";"3";"049";"Helsinki";"";"";"60";"181";"32,81";"";"1,87";"2,50";"9,00";
"586";"Myrskylintu";"5";"VESSEL_REGISTERED_FI";"11.11.1999";"";"";"";"";"";"1";"445";"Nauvo";"";"";"10";"32";"14,98";"";"1,56";"2,08";"4,43";
"586";"Myrskylintu";"5";"VESSEL_REGISTERED_FI";"11.11.1999";"";"";"1994";"246";"Turku";"3";"853";"Nauvo";"";"";"10";"32";"14,98";"";"1,56";"2,08";"4,43";
"587";"P-40";"9";"VESSEL_REGISTERED_FI";"10.11.1999";"";"246";"";"";"";"1";"091";"Helsinki";"";"";"57";"167";"36,65";"";"1,70";"2,20";"8,00";
"587";"P-40";"9";"VESSEL_REGISTERED_FI";"10.11.1999";"";"246";"1962";"246";"Turku";"3";"199";"Helsinki";"";"";"57";"167";"36,65";"";"1,70";"2,20";"8,00";
"588";"Minni";"5";"VESSEL_REGISTERED_FI";"03.01.2000";"";"";"";"";"";"1";"179";"Jyväskylä";"";"";"8";"17";"11,10";"";"1,34";"1,78";"3,90";
"588";"Minni";"5";"VESSEL_REGISTERED_FI";"03.01.2000";"";"";"1985";"246";"Porvoon mlk";"3";"199";"Jyväskylä";"";"";"8";"17";"11,10";"";"1,34";"1,78";"3,90";
"588";"Minni";"5";"VESSEL_REGISTERED_FI";"03.01.2000";"";"";"1985";"246";"Jyväskylä, Säynätsalo";"3";"179";"Jyväskylä";"";"";"8";"17";"11,10";"";"1,34";"1,78";"3,90";
"589";"Justus";"9";"VESSEL_REGISTERED_FI";"04.04.2000";"";"246";"";"";"";"1";"541";"Nurmes";"";"";"86";"283";"45,65";"";"1,40";"1,85";"12,00";
"589";"Justus";"9";"VESSEL_REGISTERED_FI";"04.04.2000";"";"246";"1979";"643";"";"3";"199";"Nurmes";"";"";"86";"283";"45,65";"";"1,40";"1,85";"12,00";
"590";"Lautta-Akseli I";"9";"VESSEL_REGISTERED_FI";"23.03.2000";"";"";"";"";"";"1";"297";"Oulu";"";"";"38";"126";"22,65";"";"1,31";"1,31";"14,86";
"590";"Lautta-Akseli I";"9";"VESSEL_REGISTERED_FI";"23.03.2000";"";"";"1985";"246";"Oulu";"3";"564";"Oulu";"";"";"38";"126";"22,65";"";"1,31";"1,31";"14,86";
"591";"C 1";"9";"VESSEL_REGISTERED_FI";"19.01.2000";"";"";"";"";"";"1";"684";"Rauma";"";"";"158";"192";"17,99";"";"2,84";"3,78";"9,48";
"591";"C 1";"9";"VESSEL_REGISTERED_FI";"19.01.2000";"";"";"1992";"233";"Loksa";"3";"199";"Rauma";"";"";"158";"192";"17,99";"";"2,84";"3,78";"9,48";
"592";"C 2";"9";"VESSEL_REGISTERED_FI";"19.01.2000";"";"";"";"";"";"1";"684";"Rauma";"";"";"158";"192";"17,99";"";"2,84";"3,78";"9,48";
"592";"C 2";"9";"VESSEL_REGISTERED_FI";"19.01.2000";"";"";"1992";"233";"Loksa";"3";"199";"Rauma";"";"";"158";"192";"17,99";"";"2,84";"3,78";"9,48";
"593";"C 3";"9";"VESSEL_REGISTERED_FI";"19.01.2000";"";"";"";"";"";"1";"684";"Rauma";"";"";"158";"192";"17,99";"";"2,84";"3,78";"9,48";
"593";"C 3";"9";"VESSEL_REGISTERED_FI";"19.01.2000";"";"";"1991";"233";"Loksa";"3";"199";"Rauma";"";"";"158";"192";"17,99";"";"2,84";"3,78";"9,48";
"594";"C 4";"9";"VESSEL_REGISTERED_FI";"19.01.2000";"";"";"";"";"";"1";"684";"Rauma";"";"";"158";"192";"17,99";"";"2,84";"3,78";"9,48";
"594";"C 4";"9";"VESSEL_REGISTERED_FI";"19.01.2000";"";"";"1992";"233";"Loksa";"3";"199";"Rauma";"";"";"158";"192";"17,99";"";"2,84";"3,78";"9,48";
"595";"Olga";"5";"VESSEL_REGISTERED_FI";"11.07.2000";"";"246";"";"";"";"1";"853";"Uusikaupunki";"";"";"15";"49";"18,61";"";"1,70";"2,27";"6,22";
"595";"Olga";"5";"VESSEL_REGISTERED_FI";"11.07.2000";"";"246";"1885";"246";"Pyhtää";"3";"199";"Uusikaupunki";"";"";"15";"49";"18,61";"";"1,70";"2,27";"6,22";
"596";"Tapola";"11";"VESSEL_REGISTERED_FI";"13.11.2000";"";"246";"";"";"";"1";"831";"Lappeenranta";"";"";"11";"34";"17,80";"";"1,60";"2,13";"4,28";
"596";"Tapola";"11";"VESSEL_REGISTERED_FI";"13.11.2000";"";"246";"1911";"246";"Varkaus";"3";"609";"Lappeenranta";"";"";"11";"34";"17,80";"";"1,60";"2,13";"4,28";
"596";"Tapola";"11";"VESSEL_REGISTERED_FI";"13.11.2000";"";"246";"1966";"246";"Porvoo, Tolkkinen";"3";"199";"Lappeenranta";"";"";"11";"34";"17,80";"";"1,60";"2,13";"4,28";
"597";"Sea Horse";"5";"VESSEL_REGISTERED_FI";"28.04.2000";"";"";"";"";"";"1";"049";"Espoo";"";"";"6";"13";"11,31";"";"1,61";"2,12";"4,00";
"597";"Sea Horse";"5";"VESSEL_REGISTERED_FI";"28.04.2000";"";"";"1986";"616";"Gdansk";"3";"199";"Espoo";"";"";"6";"13";"11,31";"";"1,61";"2,12";"4,00";
"598";"Eugenia";"5";"VESSEL_REGISTERED_FI";"18.04.2000";"";"";"";"";"";"1";"322";"Dragsfjärd";"";"";"10";"27";"14,36";"";"1,38";"1,84";"5,64";
"598";"Eugenia";"5";"VESSEL_REGISTERED_FI";"18.04.2000";"";"";"2000";"246";"Kimito/Västanfjärd";"3";"322";"Dragsfjärd";"";"";"10";"27";"14,36";"";"1,38";"1,84";"5,64";
"599";"Ajax";"11";"VESSEL_REGISTERED_FI";"06.04.2000";"";"752";"";"";"";"1";"853";"Nauvo";"";"IA";"87";"288";"31,13";"";"3,76";"4,85";"8,80";
"599";"Ajax";"11";"VESSEL_REGISTERED_FI";"06.04.2000";"";"752";"1963";"752";"Åmål";"3";"199";"Nauvo";"";"IA";"87";"288";"31,13";"";"3,76";"4,85";"8,80";
"600";"Elena";"5";"VESSEL_REGISTERED_FI";"10.05.2000";"";"246";"";"";"";"1";"";"Juuka";"";"";"56";"124";"30,62";"";"1,91";"2,55";"5,30";
"600";"Elena";"5";"VESSEL_REGISTERED_FI";"10.05.2000";"";"246";"1973";"643";"Baku, Aserbaidzan";"3";"199";"Juuka";"";"";"56";"124";"30,62";"";"1,91";"2,55";"5,30";
"601";"Ferdinand";"5";"VESSEL_REGISTERED_FI";"18.05.2000";"";"";"";"";"";"1";"";"Rauma";"";"";"";"";"10,78";"11,70";"1,10";"";"3,70";
"601";"Ferdinand";"5";"VESSEL_REGISTERED_FI";"18.05.2000";"";"";"1999";"246";"Tuusula";"3";"858";"Rauma";"";"";"";"";"10,78";"11,70";"1,10";"";"3,70";
"602";"L-144";"6";"VESSEL_REGISTERED_FI";"05.06.2002";"";"246";"";"";"";"1";"853";"Turku";"90";"";"57";"188";"34,66";"";"2,25";"3,00";"9,80";
"602";"L-144";"6";"VESSEL_REGISTERED_FI";"05.06.2002";"";"246";"1968";"246";"Rauma";"3";"684";"Turku";"90";"";"57";"188";"34,66";"";"2,25";"3,00";"9,80";
"602";"L-144";"6";"VESSEL_REGISTERED_FI";"05.06.2002";"";"246";"1979";"246";"Pori";"3";"609";"Turku";"90";"";"57";"188";"34,66";"";"2,25";"3,00";"9,80";
"603";"Prostvik 1";"6";"VESSEL_REGISTERED_FI";"05.06.2002";"";"246";"";"";"";"1";"853";"Turku";"130";"";"66";"220";"46,08";"";"1,91";"2,55";"9,30";
"603";"Prostvik 1";"6";"VESSEL_REGISTERED_FI";"05.06.2002";"";"246";"";"";"";"2";"853";"Turku";"130";"";"66";"220";"46,08";"";"1,91";"2,55";"9,30";
"603";"Prostvik 1";"6";"VESSEL_REGISTERED_FI";"05.06.2002";"";"246";"1983";"246";"Turku";"3";"049";"Turku";"130";"";"66";"220";"46,08";"";"1,91";"2,55";"9,30";
"604";"Sterna";"6";"VESSEL_REGISTERED_FI";"05.06.2002";"";"246";"";"";"";"1";"853";"Turku";"200";"";"180";"590";"56,58";"";"2,10";"3,27";"11,98";
"604";"Sterna";"6";"VESSEL_REGISTERED_FI";"05.06.2002";"";"246";"";"";"";"2";"853";"Turku";"200";"";"180";"590";"56,58";"";"2,10";"3,27";"11,98";
"604";"Sterna";"6";"VESSEL_REGISTERED_FI";"05.06.2002";"";"246";"1992";"246";"Rauma";"3";"684";"Turku";"200";"";"180";"590";"56,58";"";"2,10";"3,27";"11,98";
"605";"Meriluoto";"6";"VESSEL_REGISTERED_FI";"05.06.2002";"";"997";"";"";"";"1";"853";"Turku";"150";"";"181";"595";"47,13";"";"3,04";"4,13";"11,97";
"605";"Meriluoto";"6";"VESSEL_REGISTERED_FI";"05.06.2002";"";"997";"";"";"";"2";"853";"Turku";"150";"";"181";"595";"47,13";"";"3,04";"4,13";"11,97";
"605";"Meriluoto";"6";"VESSEL_REGISTERED_FI";"05.06.2002";"";"997";"1996";"246";"Uusikaupunki";"3";"895";"Turku";"150";"";"181";"595";"47,13";"";"3,04";"4,13";"11,97";
"606";"Vekku";"4";"VESSEL_REGISTERED_FI";"25.05.2000";"";"997";"";"";"";"1";"499";"Oulunsalo";"";"";"9";"27";"12,91";"";"1,92";"2,56";"4,86";
"606";"Vekku";"4";"VESSEL_REGISTERED_FI";"25.05.2000";"";"997";"1988";"246";"Raahe";"3";"199";"Oulunsalo";"";"";"9";"27";"12,91";"";"1,92";"2,56";"4,86";
"607";"Nicke";"11";"VESSEL_REGISTERED_FI";"29.06.2000";"";"246";"";"";"";"1";"853";"Turku";"";"";"9";"26";"14,74";"";"1,95";"2,60";"4,19";
"607";"Nicke";"11";"VESSEL_REGISTERED_FI";"29.06.2000";"";"246";"1962";"";"";"3";"199";"Turku";"";"";"9";"26";"14,74";"";"1,95";"2,60";"4,19";
"608";"Riia";"11";"VESSEL_REGISTERED_FI";"26.07.2000";"";"246";"";"";"";"1";"529";"Rymättylä";"";"";"";"";"10,27";"10,27";"1,60";"";"3,65";
"608";"Riia";"11";"VESSEL_REGISTERED_FI";"26.07.2000";"";"246";"1963";"246";"Hamina";"3";"199";"Rymättylä";"";"";"";"";"10,27";"10,27";"1,60";"";"3,65";
"609";"Granö";"9";"VESSEL_REGISTERED_FI";"20.06.2000";"";"";"";"";"";"1";"445";"Parainen";"";"";"18";"57";"18,48";"";"0,83";"1,10";"8,02";
"609";"Granö";"9";"VESSEL_REGISTERED_FI";"20.06.2000";"";"";"1991";"246";"Uusikaupunki";"3";"853";"Parainen";"";"";"18";"57";"18,48";"";"0,83";"1,10";"8,02";
"610";"Arttu I";"9";"VESSEL_REGISTERED_FI";"13.06.2001";"";"";"";"";"";"1";"205";"Lappeenranta";"";"";"18";"58";"23,09";"";"0,83";"1,10";"8,75";
"610";"Arttu I";"9";"VESSEL_REGISTERED_FI";"13.06.2001";"";"";"1999";"246";"Kankaanpää";"3";"484";"Lappeenranta";"";"";"18";"58";"23,09";"";"0,83";"1,10";"8,75";
"611";"Liwia";"5";"VESSEL_REGISTERED_FI";"18.01.2002";"";"246";"";"";"";"1";"";"Lahti";"";"";"17";"44";"18,35";"";"1,42";"1,42";"4,22";
"611";"Liwia";"5";"VESSEL_REGISTERED_FI";"18.01.2002";"";"246";"1920";"246";"Varkaus";"3";"199";"Lahti";"";"";"17";"44";"18,35";"";"1,42";"1,42";"4,22";
"611";"Liwia";"5";"VESSEL_REGISTERED_FI";"18.01.2002";"";"246";"1999";"246";"Laukaa";"3";"410";"Lahti";"";"";"17";"44";"18,35";"";"1,42";"1,42";"4,22";
"612";"EIRA";"11";"VESSEL_REGISTERED_FI";"09.02.2001";"";"997";"";"";"";"1";"091";"Helsinki";"19625";"IAS";"5900";"14665";"149,88";"";"9,00";"13,00";"24,60";
"612";"EIRA";"11";"VESSEL_REGISTERED_FI";"09.02.2001";"";"997";"";"";"";"2";"091";"Helsinki";"19625";"IAS";"5900";"14665";"149,88";"";"9,00";"13,00";"24,60";
"612";"EIRA";"11";"VESSEL_REGISTERED_FI";"09.02.2001";"";"997";"2001";"392";"Tadotsu";"3";"200";"Helsinki";"19625";"IAS";"5900";"14665";"149,88";"";"9,00";"13,00";"24,60";
"613";"METEOR";"11";"VESSEL_REGISTERED_FI";"19.02.2001";"";"246";"";"";"";"1";"684";"Rauma";"";"IA";"119";"396";"34,30";"";"3,83";"4,13";"9,20";
"613";"METEOR";"11";"VESSEL_REGISTERED_FI";"19.02.2001";"";"246";"1960";"246";"Turku";"3";"199";"Rauma";"";"IA";"119";"396";"34,30";"";"3,83";"4,13";"9,20";
"613";"METEOR";"11";"VESSEL_REGISTERED_FI";"19.02.2001";"";"246";"1988";"246";"Uusikaupunki";"3";"895";"Rauma";"";"IA";"119";"396";"34,30";"";"3,83";"4,13";"9,20";
"614";"Magreta";"4";"VESSEL_REGISTERED_FI";"16.06.1989";"";"";"";"";"";"1";"285";"Kotka";"";"";"57";"188";"29,57";"";"2,55";"3,40";"6,57";
"614";"Magreta";"4";"VESSEL_REGISTERED_FI";"16.06.1989";"";"";"1967";"278";"Rosslau";"3";"199";"Kotka";"";"";"57";"188";"29,57";"";"2,55";"3,40";"6,57";
"615";"Lea";"4";"VESSEL_REGISTERED_FI";"15.06.2001";"";"";"";"";"";"1";"167";"Joensuu";"";"";"8";"23";"14,59";"";"1,22";"1,62";"4,40";
"615";"Lea";"4";"VESSEL_REGISTERED_FI";"15.06.2001";"";"";"1988";"246";"Kalajoki";"3";"199";"Joensuu";"";"";"8";"23";"14,59";"";"1,22";"1,62";"4,40";
"616";"Gallant";"5";"VESSEL_REGISTERED_FI";"04.04.2002";"";"246";"";"";"";"1";"";"Helsinki";"";"";"24";"50";"17,00";"";"2,50";"3,33";"5,92";
"616";"Gallant";"5";"VESSEL_REGISTERED_FI";"04.04.2002";"";"246";"1976";"246";"Kaarina";"3";"199";"Helsinki";"";"";"24";"50";"17,00";"";"2,50";"3,33";"5,92";
"617";"Falco";"6";"VESSEL_REGISTERED_FI";"05.06.2002";"";"246";"";"";"";"1";"853";"Turku";"150";"";"156";"517";"46,58";"";"2,87";"3,62";"11,97";
"617";"Falco";"6";"VESSEL_REGISTERED_FI";"05.06.2002";"";"246";"";"";"";"2";"853";"Turku";"150";"";"156";"517";"46,58";"";"2,87";"3,62";"11,97";
"617";"Falco";"6";"VESSEL_REGISTERED_FI";"05.06.2002";"";"246";"1993";"246";"Uusikaupunki";"3";"895";"Turku";"150";"";"156";"517";"46,58";"";"2,87";"3,62";"11,97";
"618";"TP 158";"9";"VESSEL_REGISTERED_FI";"21.05.2001";"";"752";"";"";"";"1";"638";"Helsinki";"";"";"42";"128";"30,14";"";"2,19";"2,92";"6,46";
"618";"TP 158";"9";"VESSEL_REGISTERED_FI";"21.05.2001";"";"752";"1967";"578";"Notodden";"3";"199";"Helsinki";"";"";"42";"128";"30,14";"";"2,19";"2,92";"6,46";
"619";"Lily";"5";"VESSEL_REGISTERED_FI";"14.06.2001";"";"997";"";"";"";"1";"684";"Turku";"";"";"74";"209";"32,92";"";"1,40";"2,60";"6,50";
"619";"Lily";"5";"VESSEL_REGISTERED_FI";"14.06.2001";"";"997";"1988";"643";"Moskova";"3";"200";"Turku";"";"";"74";"209";"32,92";"";"1,40";"2,60";"6,50";
"620";"Rosa I";"11";"VESSEL_REGISTERED_FI";"03.11.2004";"";"";"";"";"";"1";"441";"Lappeenranta";"";"";"";"";"10,02";"10,02";"";"";"3,23";
"620";"Rosa I";"11";"VESSEL_REGISTERED_FI";"03.11.2004";"";"";"1999";"246";"Loimaa";"3";"837";"Lappeenranta";"";"";"";"";"10,02";"10,02";"";"";"3,23";
"621";"Queen R";"5";"VESSEL_REGISTERED_FI";"29.08.2001";"";"997";"";"";"";"1";"297";"Kuopio";"";"";"59";"145";"27,30";"";"0,75";"1,00";"6,00";
"621";"Queen R";"5";"VESSEL_REGISTERED_FI";"29.08.2001";"";"997";"1977";"246";"Savonlinna";"3";"609";"Kuopio";"";"";"59";"145";"27,30";"";"0,75";"1,00";"6,00";
"621";"Queen R";"5";"VESSEL_REGISTERED_FI";"29.08.2001";"";"997";"2001";"246";"Savonlinna";"3";"740";"Kuopio";"";"";"59";"145";"27,30";"";"0,75";"1,00";"6,00";
"622";"KAITA";"5";"VESSEL_REGISTERED_FI";"20.09.2002";"";"246";"";"";"";"1";"853";"Turku";"";"";"49";"148";"28,11";"";"2,20";"3,20";"7,20";
"622";"KAITA";"5";"VESSEL_REGISTERED_FI";"20.09.2002";"";"246";"1993";"246";"Turku";"3";"853";"Turku";"";"";"49";"148";"28,11";"";"2,20";"3,20";"7,20";
"623";"KIVIMO";"5";"VESSEL_REGISTERED_FI";"11.12.2002";"";"246";"";"";"";"1";"853";"Turku";"";"";"49";"146";"28,11";"24,50";"2,20";"3,20";"7,20";
"623";"KIVIMO";"5";"VESSEL_REGISTERED_FI";"11.12.2002";"";"246";"1994";"246";"Turku";"3";"853";"Turku";"";"";"49";"146";"28,11";"24,50";"2,20";"3,20";"7,20";
"624";"Alli";"5";"VESSEL_REGISTERED_FI";"15.01.2002";"";"";"";"";"";"1";"";"Konnevesi";"";"";"";"";"10,50";"10,50";"";"";"3,00";
"624";"Alli";"5";"VESSEL_REGISTERED_FI";"15.01.2002";"";"";"1998";"246";"Rautalampi";"3";"199";"Konnevesi";"";"";"";"";"10,50";"10,50";"";"";"3,00";
"625";"Kuuppa";"11";"VESSEL_REGISTERED_FI";"18.09.2001";"";"";"";"";"";"1";"445";"Parainen";"";"";"19";"63";"17,44";"";"1,50";"2,00";"6,48";
"625";"Kuuppa";"11";"VESSEL_REGISTERED_FI";"18.09.2001";"";"";"1990";"246";"Pori";"3";"199";"Parainen";"";"";"19";"63";"17,44";"";"1,50";"2,00";"6,48";
"626";"Hörppy II";"5";"VESSEL_REGISTERED_FI";"08.11.2001";"";"246";"";"";"";"1";"905";"Vaasa";"";"";"";"";"10,30";"10,30";"";"1,45";"2,51";
"626";"Hörppy II";"5";"VESSEL_REGISTERED_FI";"08.11.2001";"";"246";"1988";"840";"Florida";"3";"199";"Vaasa";"";"";"";"";"10,30";"10,30";"";"1,45";"2,51";
"627";"Jyry";"9";"VESSEL_REGISTERED_FI";"29.11.2001";"";"233";"";"";"";"1";"285";"Kotka";"";"";"107";"354";"57,00";"";"1,35";"2,00";"12,00";
"627";"Jyry";"9";"VESSEL_REGISTERED_FI";"29.11.2001";"";"233";"1982";"643";"Klaipeda";"3";"199";"Kotka";"";"";"107";"354";"57,00";"";"1,35";"2,00";"12,00";
"628";"Mörkö 1";"11";"VESSEL_REGISTERED_FI";"13.12.2001";"";"";"";"";"";"1";"833";"Taivassalo";"";"";"";"";"10,14";"10,14";"";"";"3,10";
"628";"Mörkö 1";"11";"VESSEL_REGISTERED_FI";"13.12.2001";"";"";"1988";"246";"Säkylä";"3";"783";"Taivassalo";"";"";"";"";"10,14";"10,14";"";"";"3,10";
"629";"Ani";"4";"VESSEL_REGISTERED_FI";"15.04.2002";"";"";"";"";"";"1";"199";"Luvia";"";"";"9";"28";"14,40";"";"1,85";"2,47";"4,50";
"629";"Ani";"4";"VESSEL_REGISTERED_FI";"15.04.2002";"";"";"1982";"246";"Merikarvia";"3";"484";"Luvia";"";"";"9";"28";"14,40";"";"1,85";"2,47";"4,50";
"630";"Rapid";"11";"VESSEL_REGISTERED_FI";"08.02.2002";"";"997";"";"";"";"1";"710";"Tammisaari";"";"";"4";"13";"13,71";"";"1,01";"1,34";"3,16";
"630";"Rapid";"11";"VESSEL_REGISTERED_FI";"08.02.2002";"";"997";"2000";"246";"Turku";"3";"481";"Tammisaari";"";"";"4";"13";"13,71";"";"1,01";"1,34";"3,16";
"631";"Windö";"4";"VESSEL_REGISTERED_FI";"27.02.2002";"";"208";"";"";"";"1";"078";"Dragsfjärd";"";"";"35";"116";"23,69";"";"2,55";"3,00";"6,15";
"631";"Windö";"4";"VESSEL_REGISTERED_FI";"27.02.2002";"";"208";"1960";"528";"Monnickendam";"3";"199";"Dragsfjärd";"";"";"35";"116";"23,69";"";"2,55";"3,00";"6,15";
"632";"Haverö";"11";"VESSEL_REGISTERED_FI";"09.02.2010";"";"246";"";"";"";"1";"853";"Turku";"44";"";"21";"69";"24,44";"";"1,49";"1,75";"6,82";
"632";"Haverö";"11";"VESSEL_REGISTERED_FI";"09.02.2010";"";"246";"1968";"246";"Parkano";"3";"609";"Turku";"44";"";"21";"69";"24,44";"";"1,49";"1,75";"6,82";
"633";"Kulkuri";"5";"VESSEL_REGISTERED_FI";"09.04.2002";"";"246";"";"";"";"1";"091";"Helsinki";"";"";"22";"65";"21,48";"";"3,39";"4,52";"5,86";
"633";"Kulkuri";"5";"VESSEL_REGISTERED_FI";"09.04.2002";"";"246";"1991";"246";"Särkisalo";"3";"734";"Helsinki";"";"";"22";"65";"21,48";"";"3,39";"4,52";"5,86";
"634";"Gia";"11";"VESSEL_REGISTERED_FI";"03.12.1997";"";"276";"";"";"";"1";"638";"Helsinki";"400";"";"165";"266";"38,40";"";"3,01";"3,50";"7,00";
"634";"Gia";"11";"VESSEL_REGISTERED_FI";"03.12.1997";"";"276";"1981";"";"";"3";"199";"Helsinki";"400";"";"165";"266";"38,40";"";"3,01";"3,50";"7,00";
"635";"Jenny";"5";"VESSEL_REGISTERED_FI";"19.04.2002";"";"752";"";"";"";"1";"272";"Kokkola";"";"";"54";"128";"27,74";"";"1,30";"3,20";"5,75";
"635";"Jenny";"5";"VESSEL_REGISTERED_FI";"19.04.2002";"";"752";"1978";"528";"Foxhol";"3";"200";"Kokkola";"";"";"54";"128";"27,74";"";"1,30";"3,20";"5,75";
"636";"Linnea";"5";"VESSEL_REGISTERED_FI";"29.04.2002";"";"";"";"";"";"1";"684";"Rauma";"";"";"21";"37";"14,22";"";"0,65";"1,55";"5,02";
"636";"Linnea";"5";"VESSEL_REGISTERED_FI";"29.04.2002";"";"";"1986";"246";"Pernaja, Sarvsalö";"3";"199";"Rauma";"";"";"21";"37";"14,22";"";"0,65";"1,55";"5,02";
"637";"Nordsjö";"4";"VESSEL_REGISTERED_FI";"22.04.2002";"";"752";"";"";"";"1";"710";"Hanko";"";"";"75";"249";"32,38";"";"2,70";"3,60";"6,70";
"637";"Nordsjö";"4";"VESSEL_REGISTERED_FI";"22.04.2002";"";"752";"1964";"752";"Marstrand";"3";"199";"Hanko";"";"";"75";"249";"32,38";"";"2,70";"3,60";"6,70";
"638";"Lauha";"11";"VESSEL_REGISTERED_FI";"14.06.2002";"";"246";"";"";"";"1";"091";"Helsinki";"";"";"8";"25";"12,30";"";"2,13";"2,50";"3,96";
"638";"Lauha";"11";"VESSEL_REGISTERED_FI";"14.06.2002";"";"246";"1991";"246";"Kirkkonummi";"3";"199";"Helsinki";"";"";"8";"25";"12,30";"";"2,13";"2,50";"3,96";
"639";"Päijänne";"5";"VESSEL_REGISTERED_FI";"07.02.2003";"";"";"";"";"";"1";"179";"Jyväskylä";"";"";"18";"49";"18,62";"";"1,80";"2,40";"4,82";
"639";"Päijänne";"5";"VESSEL_REGISTERED_FI";"07.02.2003";"";"";"1921";"246";"Varkaus";"3";"609";"Jyväskylä";"";"";"18";"49";"18,62";"";"1,80";"2,40";"4,82";
"639";"Päijänne";"5";"VESSEL_REGISTERED_FI";"07.02.2003";"";"";"1972";"246";"";"3";"199";"Jyväskylä";"";"";"18";"49";"18,62";"";"1,80";"2,40";"4,82";
"640";"Rhea";"5";"VESSEL_REGISTERED_FI";"05.06.2002";"";"";"";"";"";"1";"179";"Jyväskylä";"";"";"98";"291";"40,61";"";"2,10";"2,80";"7,60";
"640";"Rhea";"5";"VESSEL_REGISTERED_FI";"05.06.2002";"";"";"2002";"246";"Jämsä";"3";"179";"Jyväskylä";"";"";"98";"291";"40,61";"";"2,10";"2,80";"7,60";
"641";"P-150";"9";"VESSEL_REGISTERED_FI";"12.06.2002";"246";"246";"";"";"";"1";"091";"Helsinki";"";"";"39";"127";"30,53";"";"1,79";"2,38";"6,47";
"641";"P-150";"9";"VESSEL_REGISTERED_FI";"12.06.2002";"246";"246";"1973";"578";"Drammen";"3";"199";"Helsinki";"";"";"39";"127";"30,53";"";"1,79";"2,38";"6,47";
"642";"Sandnäsudd";"11";"VESSEL_REGISTERED_FI";"25.09.2002";"";"246";"";"";"";"1";"710";"Tammisaari";"";"";"8";"26";"15,74";"";"0,94";"1,25";"5,00";
"642";"Sandnäsudd";"11";"VESSEL_REGISTERED_FI";"25.09.2002";"";"246";"1972";"246";"Kyrö, Karinainen";"3";"199";"Tammisaari";"";"";"8";"26";"15,74";"";"0,94";"1,25";"5,00";
"643";"Nalle";"9";"VESSEL_REGISTERED_FI";"05.08.2002";"";"246";"";"";"";"1";"434";"Loviisa";"";"";"23";"76";"18,49";"";"1,41";"1,88";"8,08";
"643";"Nalle";"9";"VESSEL_REGISTERED_FI";"05.08.2002";"";"246";"1974";"246";"Turku";"3";"199";"Loviisa";"";"";"23";"76";"18,49";"";"1,41";"1,88";"8,08";
"644";"Santeri";"11";"VESSEL_REGISTERED_FI";"08.11.2002";"";"";"";"";"";"1";"853";"Turku";"44";"";"21";"69";"24,44";"";"1,49";"1,71";"6,82";
"644";"Santeri";"11";"VESSEL_REGISTERED_FI";"08.11.2002";"";"";"1968";"246";"Parkano";"3";"609";"Turku";"44";"";"21";"69";"24,44";"";"1,49";"1,71";"6,82";
"645";"Sunborn Princess";"9";"VESSEL_REGISTERED_FI";"23.07.2002";"";"997";"";"";"";"1";"853";"Naantali";"";"";"2420";"7264";"104,46";"";"4,46";"5,95";"18,40";
"645";"Sunborn Princess";"9";"VESSEL_REGISTERED_FI";"23.07.2002";"";"997";"2002";"276";"Warnemünde";"3";"200";"Naantali";"";"";"2420";"7264";"104,46";"";"4,46";"5,95";"18,40";
